Latitude,Longitude,Date,Depth_m,SST_C,Salinity_PSU,Chlorophyll_mg_m3,Tide,Moon_Phase,Fish_Species,Catch_kg
10.2361,78.156,2024-07-03,30,26.67,34.06,0.79,Low,Waxing,Tuna,20.1
8.8565,79.1204,2024-10-11,30,27.55,34.18,0.72,Low,Waxing,Mackerel,94.8
8.7852,78.0945,2023-05-29,50,27.83,34.12,1.15,Low,Waxing,Pomfret,91.7
10.0822,78.4053,2024-05-28,5,29.27,34.21,0.4,Low,New Moon,Mackerel,64.5
8.5958,79.3542,2024-11-01,100,30.81,33.91,0.1,High,Waxing,Sardine,41.5
10.0172,79.9927,2024-03-31,70,29.58,33.76,1.96,Low,Full Moon,Tuna,23.1
8.8732,78.2984,2023-12-15,5,28.59,33.65,1.88,Low,Waxing,Sardine,22.8
8.0635,79.0212,2024-02-02,5,26.1,34.38,1.27,High,New Moon,Sardine,68.6
8.0882,78.458,2024-08-09,100,29.23,34.72,1.03,Low,Waning,Mackerel,141.9
8.7815,79.1998,2024-02-12,70,26.78,35.25,0.79,High,Waning,Seer Fish,66.5
9.0045,78.125,2023-07-22,100,28.14,36.0,0.8,Low,Waning,Seer Fish,64.1
9.2226,78.6361,2023-05-17,50,28.69,33.81,0.26,High,Full Moon,Tuna,123.9
9.8832,79.0302,2023-03-18,20,26.95,34.81,1.83,Low,Full Moon,Anchovy,97.1
10.439,78.0668,2024-02-19,100,29.36,33.68,1.01,Low,Waxing,Sardine,142.9
8.6701,79.9082,2023-07-20,70,29.84,35.92,1.37,High,Waxing,Pomfret,109.5
10.0115,79.4354,2024-03-23,100,27.82,35.44,0.84,High,Waning,Mackerel,146.3
8.8568,79.8715,2024-11-16,30,27.19,35.19,1.64,Low,New Moon,Mackerel,133.5
10.16,78.8077,2024-03-15,50,26.52,35.43,1.38,High,Full Moon,Sardine,43.3
9.6442,78.3057,2023-06-12,100,27.89,35.77,1.21,High,Quarter,Seer Fish,130.4
8.9858,79.3956,2023-11-23,30,30.82,34.89,0.62,Low,Full Moon,Mackerel,59.3
10.0474,78.2004,2023-03-20,5,28.6,35.39,1.41,Low,New Moon,Mackerel,60.4
9.1254,78.778,2023-01-19,70,27.69,33.17,1.15,High,Waning,Mackerel,69.5
10.378,78.5721,2023-11-05,100,26.5,35.34,0.63,Low,New Moon,Tuna,60.4
8.3364,77.5698,2023-03-18,20,29.31,33.73,0.56,Low,New Moon,Sardine,21.1
9.1073,78.8543,2024-02-03,5,26.98,34.52,1.77,Low,Quarter,Anchovy,136.7
8.1155,78.9325,2024-03-07,70,29.33,34.31,1.95,High,Waxing,Anchovy,25.9
9.5093,77.5065,2024-03-07,70,28.41,35.52,1.31,High,New Moon,Anchovy,26.4
8.7048,78.8089,2024-06-12,30,28.8,34.97,0.3,Low,Waning,Mackerel,11.5
10.2151,79.1782,2024-02-01,100,27.49,33.99,0.86,Low,Waxing,Tuna,20.8
9.5322,78.5032,2023-11-27,70,30.53,35.26,1.26,High,Waxing,Tuna,120.4
9.4228,79.9131,2024-12-27,100,28.43,33.05,0.67,Low,New Moon,Pomfret,144.4
9.1266,77.6327,2024-07-19,5,29.69,34.12,1.19,High,Waxing,Seer Fish,25.6
8.9781,79.8862,2024-04-18,20,26.88,35.88,1.85,High,Waning,Mackerel,97.5
8.9949,77.8464,2023-12-16,10,28.01,33.01,0.43,Low,Waning,Pomfret,139.7
8.0627,79.2696,2024-04-11,20,29.96,34.54,0.37,High,Full Moon,Tuna,84.1
9.89,79.5689,2023-07-16,70,30.2,34.92,0.11,Low,Waxing,Mackerel,133.4
8.8157,77.7112,2023-11-15,20,30.59,34.13,0.51,Low,New Moon,Sardine,132.0
9.836,78.2606,2023-04-01,10,30.55,33.73,0.26,Low,Quarter,Seer Fish,143.0
9.4573,78.7055,2024-08-15,5,30.66,34.02,1.54,Low,New Moon,Anchovy,139.7
8.2036,78.7148,2023-01-28,10,26.16,34.23,0.96,High,Waning,Tuna,15.7
8.6341,79.8321,2024-01-27,5,27.65,35.89,0.58,High,Waning,Seer Fish,51.5
8.5977,78.463,2023-09-23,5,29.78,34.36,1.68,Low,Waxing,Pomfret,68.2
8.1516,78.4694,2023-08-18,20,27.62,35.86,1.7,Low,Full Moon,Sardine,97.7
9.181,78.0908,2023-08-22,10,26.89,34.74,0.9,Low,Quarter,Anchovy,134.9
8.6601,79.6707,2023-04-30,100,26.0,34.63,1.8,High,Waning,Tuna,106.6
10.458,79.3134,2023-08-11,100,26.59,33.28,0.75,High,Quarter,Tuna,28.5
8.1287,78.9859,2024-08-20,20,30.09,35.15,0.67,Low,Waxing,Sardine,20.3
8.1281,79.8834,2024-08-12,30,27.96,35.64,0.79,Low,Waxing,Tuna,71.9
9.2793,79.4756,2023-06-05,10,27.94,34.73,0.66,Low,Quarter,Pomfret,8.6
8.508,77.526,2024-06-03,20,30.78,34.14,1.73,Low,New Moon,Anchovy,59.9
9.4753,78.9936,2024-10-27,70,30.31,33.2,1.09,Low,Waning,Anchovy,9.9
9.9188,78.6071,2024-03-27,30,28.2,34.12,0.18,High,Waning,Seer Fish,134.5
9.0157,78.4406,2024-05-23,30,28.95,35.64,1.64,Low,New Moon,Pomfret,118.9
8.1379,78.5945,2023-09-02,20,26.62,34.66,0.9,High,New Moon,Anchovy,83.2
10.2525,79.7907,2023-10-22,10,26.82,33.58,1.89,High,New Moon,Mackerel,36.3
9.4735,78.0745,2023-10-14,30,26.11,34.2,1.45,High,Waxing,Seer Fish,147.8
8.6465,78.0664,2023-01-03,30,29.06,34.96,0.46,Low,Waning,Anchovy,51.9
8.3514,78.2638,2023-05-20,50,27.72,34.45,1.69,High,Waxing,Tuna,41.8
10.2145,78.8892,2023-10-22,50,28.39,35.84,0.57,High,Waning,Pomfret,114.2
9.9989,79.4583,2023-09-20,10,27.81,35.89,1.82,High,Quarter,Mackerel,146.3
9.0255,79.9834,2023-05-16,20,27.67,33.09,1.16,Low,Waning,Seer Fish,97.4
9.1166,78.4922,2024-11-26,10,26.21,35.17,1.91,High,New Moon,Mackerel,133.7
10.2926,77.5855,2023-04-06,50,30.84,35.71,1.16,Low,Full Moon,Seer Fish,117.5
9.6546,78.8499,2024-04-28,50,28.62,34.45,1.85,Low,Full Moon,Pomfret,16.1
10.0036,79.5139,2024-08-04,20,29.99,33.52,1.65,Low,Waning,Anchovy,49.9
8.2871,77.5209,2023-07-19,100,26.91,34.67,0.11,High,New Moon,Tuna,16.4
8.1033,78.8177,2023-11-16,20,29.42,33.45,0.14,High,New Moon,Sardine,109.9
9.2227,78.2439,2023-10-06,5,27.99,34.59,1.28,High,New Moon,Tuna,63.8
8.329,78.6662,2024-10-27,70,26.09,33.29,0.43,Low,Quarter,Tuna,29.8
8.127,79.6693,2024-02-12,5,28.41,35.73,0.75,High,Full Moon,Sardine,88.1
8.9312,79.8809,2023-05-26,10,29.44,33.65,1.12,High,Waxing,Sardine,120.4
10.1611,78.3389,2024-08-31,10,27.15,34.2,0.24,Low,Waning,Pomfret,19.5
9.5857,77.5174,2024-01-09,5,29.61,34.7,1.04,Low,Full Moon,Sardine,94.5
8.876,78.9286,2023-02-17,5,30.24,33.46,1.48,Low,Full Moon,Mackerel,37.9
8.3735,78.9128,2023-01-04,100,27.34,34.94,0.48,Low,Waning,Tuna,78.3
9.4835,77.7579,2024-07-02,70,30.54,35.74,1.64,High,Waxing,Mackerel,121.3
9.6148,77.7082,2024-09-07,10,30.87,35.71,0.99,Low,Quarter,Pomfret,129.6
10.4873,79.9079,2023-07-07,20,28.81,34.4,0.55,Low,Full Moon,Anchovy,23.9
9.5032,78.7928,2024-07-12,10,29.47,33.53,1.34,Low,Waxing,Mackerel,115.2
9.6144,79.2707,2024-04-17,30,26.86,35.25,0.66,Low,Full Moon,Pomfret,133.1
10.1498,79.0566,2024-04-18,50,28.48,34.81,1.75,Low,Waxing,Sardine,53.9
9.0153,79.2775,2023-11-11,10,30.47,35.6,1.33,High,Waning,Seer Fish,11.8
10.0152,78.1755,2024-06-30,70,26.09,33.89,0.66,Low,New Moon,Pomfret,9.4
8.1246,78.2177,2024-09-07,5,28.09,34.06,0.53,Low,Full Moon,Tuna,132.5
9.0138,79.2363,2024-12-11,100,26.69,34.1,1.23,High,Full Moon,Anchovy,118.4
8.5773,78.9886,2023-03-28,70,30.79,35.77,1.3,High,New Moon,Pomfret,53.2
9.1669,77.7718,2024-12-28,5,29.76,33.55,0.45,Low,New Moon,Tuna,76.2
10.1657,78.5528,2023-01-14,5,29.17,34.57,0.34,High,Full Moon,Tuna,93.6
10.4626,78.1822,2023-11-10,10,26.79,34.62,0.56,Low,Waning,Anchovy,104.2
10.279,78.7032,2024-05-03,100,30.67,35.95,0.57,High,Full Moon,Mackerel,67.5
10.2819,79.3544,2024-04-21,70,29.9,34.21,0.12,High,Full Moon,Seer Fish,86.6
9.4366,79.2579,2024-10-13,5,28.16,35.53,0.87,Low,Quarter,Mackerel,70.5
9.2222,79.6051,2024-12-23,20,27.59,34.98,0.2,Low,Full Moon,Pomfret,41.0
9.0014,78.7318,2023-05-28,70,29.53,33.18,0.92,Low,Quarter,Seer Fish,37.6
8.4911,79.8899,2024-12-01,50,28.0,33.06,0.71,High,Waning,Mackerel,119.7
9.7222,77.9363,2024-04-25,50,29.47,34.0,0.48,High,Full Moon,Mackerel,7.9
9.2035,78.1931,2023-09-12,70,30.49,35.04,0.2,High,Waxing,Tuna,19.7
8.4468,78.2328,2024-05-02,20,26.11,34.71,0.81,Low,Full Moon,Sardine,40.1
8.8671,78.3105,2023-03-16,30,26.24,33.75,0.35,High,New Moon,Anchovy,107.8
8.9141,78.3912,2024-07-01,100,28.49,35.41,1.92,Low,New Moon,Tuna,27.0
10.2384,79.5445,2024-11-22,20,30.73,34.18,0.24,High,Quarter,Tuna,129.1
8.329,78.0814,2023-02-06,30,29.85,33.23,0.27,High,Quarter,Sardine,55.6
9.8573,79.3231,2023-11-14,50,30.8,35.79,1.95,Low,New Moon,Tuna,105.3
10.1458,78.2851,2024-05-23,5,30.47,34.18,1.62,High,Waning,Pomfret,99.2
10.4517,78.5239,2023-01-18,100,29.92,33.36,0.88,High,Waning,Pomfret,57.9
10.3712,78.5814,2023-11-20,10,26.05,35.34,0.97,High,Quarter,Sardine,46.9
8.1368,79.0178,2024-11-06,30,28.5,34.08,1.34,Low,Waxing,Sardine,49.4
9.7146,79.2318,2024-03-08,5,30.56,34.52,1.52,High,New Moon,Sardine,16.4
8.7113,79.3858,2023-04-09,100,26.25,33.65,0.38,High,Waning,Seer Fish,35.0
8.7026,79.9345,2024-02-05,70,26.57,35.81,1.15,High,Waxing,Seer Fish,73.6
9.3391,78.3808,2024-06-24,100,29.43,35.8,1.87,High,Quarter,Pomfret,10.1
9.478,78.3352,2024-02-14,100,28.78,35.28,0.82,High,Waning,Sardine,6.7
10.3731,79.2863,2023-06-10,100,26.01,34.91,1.15,Low,Waxing,Mackerel,96.7
9.1453,78.3793,2023-10-17,5,28.33,33.67,1.48,High,Waning,Mackerel,12.2
9.0009,78.6086,2024-06-16,100,28.99,34.89,1.18,High,Quarter,Tuna,146.7
9.5189,78.011,2024-04-17,5,27.3,34.44,1.17,Low,Waxing,Seer Fish,79.7
9.0446,78.4314,2024-07-28,20,29.81,35.68,0.26,Low,Quarter,Anchovy,11.6
9.6721,79.489,2024-02-16,10,30.98,33.75,1.53,High,Waxing,Mackerel,90.3
8.3664,79.2994,2023-05-18,20,28.65,35.88,0.91,High,Full Moon,Anchovy,107.0
9.2053,78.1049,2024-11-24,10,26.5,34.49,1.16,High,Waning,Mackerel,126.7
8.2693,78.2079,2024-05-07,70,26.77,35.56,0.37,High,Full Moon,Tuna,143.5
8.7252,78.3031,2024-11-04,5,30.98,33.89,1.99,High,Waning,Seer Fish,138.2
10.1073,78.9201,2024-05-22,30,29.16,33.71,1.07,High,Quarter,Anchovy,19.1
8.5364,78.0055,2023-10-16,10,28.63,35.32,0.21,High,Waning,Sardine,47.2
8.7822,79.0377,2024-09-25,10,30.93,34.48,1.95,Low,New Moon,Anchovy,148.8
9.416,79.1095,2023-11-18,20,28.07,34.16,1.07,Low,Full Moon,Tuna,19.5
9.5141,78.444,2023-05-29,20,26.78,35.33,1.3,High,New Moon,Mackerel,23.5
8.0934,78.0611,2023-10-21,5,27.86,35.23,0.96,High,Full Moon,Tuna,16.4
8.9224,78.9097,2023-02-14,100,27.31,35.77,1.72,High,Waning,Sardine,53.8
9.032,78.5784,2024-12-27,50,30.01,35.55,0.51,High,Waxing,Seer Fish,85.2
9.9283,78.7148,2024-09-20,5,28.92,34.14,0.47,High,Quarter,Mackerel,73.7
9.5287,79.5728,2023-10-16,20,27.51,33.04,0.4,Low,Waning,Mackerel,41.4
9.3605,78.4822,2023-03-14,10,30.34,33.7,0.25,Low,New Moon,Mackerel,141.7
10.094,79.6787,2024-06-29,5,29.48,34.14,0.82,High,Quarter,Sardine,92.6
8.6213,78.9344,2023-01-07,30,26.43,33.79,1.87,High,Waning,Seer Fish,125.8
8.3104,77.7548,2024-08-17,100,30.0,33.38,0.7,Low,Waning,Mackerel,133.8
9.8157,78.523,2024-07-19,70,29.89,33.87,1.94,High,Quarter,Sardine,45.7
8.495,77.6744,2023-04-17,5,30.72,36.0,1.17,High,Quarter,Sardine,142.6
8.8545,77.7148,2024-12-21,10,26.78,34.91,0.95,High,Quarter,Tuna,70.3
9.2558,78.5352,2024-08-09,70,27.37,33.14,2.0,Low,Waxing,Sardine,47.9
10.0438,78.6469,2023-08-06,5,26.11,33.31,1.64,Low,Waxing,Tuna,50.6
8.3129,79.4114,2024-04-13,20,29.31,34.42,0.61,High,Waxing,Pomfret,43.8
8.5562,79.6446,2024-04-05,20,27.29,34.88,1.27,Low,New Moon,Seer Fish,141.7
8.6173,77.7664,2023-08-23,30,29.74,36.0,0.65,High,Waxing,Tuna,15.3
10.0836,77.5423,2023-06-21,30,29.8,34.35,0.54,High,Waning,Sardine,55.4
10.3136,78.4914,2023-03-31,70,30.18,33.24,1.99,Low,Quarter,Tuna,64.0
8.2366,78.3053,2024-02-10,5,27.94,33.87,0.22,Low,Quarter,Seer Fish,63.0
9.4986,79.692,2024-01-23,100,29.18,34.75,1.09,Low,Waning,Tuna,79.9
9.1682,79.7455,2023-09-10,30,30.04,33.08,0.2,Low,Waxing,Sardine,114.3
9.1113,79.8742,2023-08-16,70,28.4,34.72,0.69,High,Full Moon,Sardine,69.4
8.2582,79.8289,2023-03-17,30,26.53,35.11,0.9,High,New Moon,Tuna,94.3
8.4256,77.7321,2023-10-21,20,26.43,35.92,0.78,Low,Waxing,Tuna,38.0
8.5832,79.1549,2023-11-07,70,28.82,34.22,1.43,Low,Quarter,Mackerel,38.2
10.4641,78.7001,2024-11-27,5,30.09,35.18,0.78,High,New Moon,Tuna,94.5
9.9924,78.959,2024-01-29,70,28.02,34.04,1.47,High,Waning,Anchovy,98.9
9.1409,77.7594,2024-04-10,10,30.81,35.61,1.55,High,Quarter,Seer Fish,76.8
9.8069,79.8227,2023-07-20,100,29.73,34.68,0.76,Low,Quarter,Pomfret,40.3
9.5543,79.6644,2024-11-05,100,27.94,34.36,0.28,High,Full Moon,Tuna,88.6
9.9776,79.7364,2024-05-08,50,27.95,35.81,0.92,Low,Quarter,Seer Fish,98.0
9.1942,78.0725,2023-11-24,30,29.04,33.36,1.46,Low,Full Moon,Tuna,8.6
9.7437,78.9686,2024-09-19,10,30.67,34.11,0.6,Low,Waxing,Mackerel,123.8
9.3378,78.9899,2023-01-16,5,30.69,34.99,1.29,Low,Quarter,Anchovy,5.7
10.1848,78.9982,2023-09-01,20,29.31,34.43,1.7,High,Waning,Anchovy,62.6
9.8684,79.9122,2024-01-06,20,26.63,35.5,1.33,Low,New Moon,Seer Fish,139.0
8.9736,77.634,2023-02-19,70,26.4,35.88,1.66,High,New Moon,Tuna,66.5
9.0382,79.6152,2024-04-15,10,28.81,35.36,1.94,High,Full Moon,Sardine,129.0
8.003,79.1815,2024-07-23,50,26.7,35.29,1.11,Low,Waxing,Seer Fish,95.6
9.9104,79.2165,2024-12-26,100,28.8,34.21,0.34,High,New Moon,Sardine,43.2
8.656,77.8122,2024-11-23,30,30.74,33.74,1.98,Low,Quarter,Pomfret,65.8
9.5148,77.8161,2023-03-15,100,30.96,34.64,1.77,High,Waxing,Mackerel,113.8
9.3157,79.9601,2023-10-22,5,28.4,33.19,1.3,High,New Moon,Mackerel,32.5
8.6545,77.7909,2024-10-04,30,29.04,34.27,0.46,High,Waxing,Anchovy,68.0
8.0374,78.1095,2023-08-19,100,28.89,33.2,1.19,High,Full Moon,Tuna,25.3
10.2492,77.873,2024-10-12,100,28.01,34.36,0.29,Low,Waning,Mackerel,71.9
8.6501,79.6143,2024-08-04,20,30.23,33.5,0.45,High,Waning,Anchovy,115.4
8.6453,79.2095,2023-10-13,100,30.81,35.4,1.52,Low,Waning,Anchovy,78.6
10.1803,79.7095,2023-03-18,20,29.92,33.67,0.19,Low,New Moon,Seer Fish,107.6
8.0613,78.9048,2024-05-05,5,30.2,33.95,0.76,High,Waxing,Pomfret,133.9
9.95,78.8266,2024-09-16,5,26.86,34.07,0.29,High,New Moon,Pomfret,110.8
10.3863,79.8843,2024-04-24,10,26.58,33.54,1.48,Low,Waxing,Pomfret,8.3
8.3644,78.31,2023-11-01,5,28.68,33.02,1.28,Low,Waning,Seer Fish,87.3
9.2243,79.4239,2024-04-11,100,28.86,34.8,0.78,Low,Waning,Tuna,115.7
8.1686,79.9042,2023-05-30,20,29.6,33.81,0.26,High,Waxing,Pomfret,36.4
8.9788,79.806,2023-01-13,10,29.55,34.28,1.93,Low,Waxing,Anchovy,20.1
8.4008,79.8702,2023-10-26,70,30.25,33.62,0.16,High,Waning,Sardine,57.4
10.3906,77.5802,2024-06-04,70,26.73,35.89,1.29,High,Waning,Anchovy,37.4
10.2728,79.6612,2023-04-24,5,30.44,35.05,1.09,High,New Moon,Mackerel,97.3
8.5738,78.5669,2023-12-28,100,30.6,34.63,0.38,High,Waxing,Mackerel,6.0
9.543,79.6124,2024-07-17,20,26.69,34.41,1.68,High,Waxing,Pomfret,108.9
9.2251,79.2455,2023-08-03,70,27.98,33.2,1.29,Low,Quarter,Tuna,18.2
9.7734,77.5458,2024-01-08,5,26.16,33.34,0.68,Low,Full Moon,Mackerel,67.2
8.4323,79.2252,2023-01-14,10,28.09,35.99,0.36,High,Quarter,Sardine,27.3
9.6355,78.0773,2024-12-23,10,29.35,35.05,1.77,Low,Full Moon,Anchovy,53.0
8.5118,77.7868,2024-03-21,100,28.87,35.55,1.16,High,Waxing,Pomfret,62.5
8.3099,79.6006,2024-03-12,50,27.93,34.67,1.48,Low,New Moon,Mackerel,34.9
8.0036,78.4345,2023-09-16,5,30.71,34.17,0.93,Low,Waning,Anchovy,5.6
9.7144,78.2185,2023-12-06,50,26.14,33.99,1.35,Low,Waxing,Tuna,25.7
10.3634,79.5753,2023-06-24,50,26.02,33.39,0.28,Low,New Moon,Tuna,123.6
9.6355,79.9108,2024-02-22,50,28.87,35.12,0.29,High,New Moon,Tuna,126.3
9.7709,78.4312,2024-12-15,10,29.48,33.4,1.61,High,Quarter,Seer Fish,126.4
8.4828,78.6401,2024-03-31,70,27.52,34.05,0.61,High,Quarter,Anchovy,149.3
8.4359,78.3497,2024-11-23,10,28.98,33.14,0.3,High,Quarter,Mackerel,123.5
8.7984,79.2146,2023-07-05,30,28.23,34.63,1.12,Low,New Moon,Mackerel,17.0
9.1129,78.8288,2023-01-20,10,26.1,35.73,0.78,High,Waning,Anchovy,22.1
9.3589,77.6685,2023-11-13,100,30.51,33.53,1.98,High,Quarter,Pomfret,52.6
9.7303,78.2375,2024-01-09,50,30.4,33.14,1.5,Low,Waning,Anchovy,69.2
9.1123,78.999,2023-04-01,5,29.4,35.36,1.98,High,New Moon,Pomfret,49.3
8.8284,78.5292,2023-05-27,30,30.37,33.98,1.75,High,New Moon,Anchovy,5.1
9.425,79.7305,2024-01-01,50,28.85,35.73,0.17,High,Quarter,Pomfret,139.6
8.4197,77.7907,2023-07-30,10,27.89,34.57,1.58,High,New Moon,Seer Fish,33.4
9.1463,79.2019,2023-03-14,10,29.36,34.91,1.79,High,New Moon,Pomfret,148.3
9.2396,78.476,2023-04-19,70,26.58,33.74,1.69,Low,Waning,Seer Fish,23.4
8.2628,79.7659,2023-12-03,70,27.97,33.15,1.59,High,Full Moon,Seer Fish,103.1
9.8704,79.7048,2024-11-23,20,30.41,33.44,0.79,Low,Waning,Pomfret,20.2
9.9324,78.1455,2023-08-29,50,28.34,35.09,0.2,High,New Moon,Anchovy,39.4
9.4685,79.0387,2024-09-18,100,29.91,35.18,1.67,Low,Quarter,Anchovy,104.2
9.6064,78.1316,2023-11-14,20,26.55,35.89,0.96,High,Waxing,Mackerel,60.9
9.928,78.3584,2024-10-31,10,27.49,34.36,0.77,High,Waxing,Sardine,140.8
9.8341,78.1237,2024-08-16,70,30.6,33.63,1.26,Low,Waning,Pomfret,12.9
10.0309,79.2601,2024-08-09,30,27.82,35.57,0.96,High,Waxing,Tuna,65.4
10.4656,78.8804,2024-01-23,30,28.63,35.99,0.51,Low,New Moon,Anchovy,126.9
9.7336,77.642,2024-03-29,70,29.35,35.42,1.7,Low,Waxing,Sardine,132.6
9.7152,79.6497,2023-11-20,70,26.13,34.88,1.03,High,Waxing,Seer Fish,27.7
8.4769,79.2887,2024-05-28,20,27.41,33.71,0.46,Low,Full Moon,Seer Fish,53.3
9.9146,79.3201,2023-08-18,5,29.82,35.89,1.87,Low,Quarter,Mackerel,28.0
8.5947,79.2359,2024-12-28,20,30.04,33.85,0.96,Low,Waning,Pomfret,12.8
8.3491,77.8199,2023-10-02,30,28.44,33.88,1.61,Low,New Moon,Seer Fish,40.2
8.8923,78.4204,2024-12-12,30,30.93,33.13,1.97,High,New Moon,Anchovy,21.5
8.6287,77.9864,2023-11-13,20,30.69,35.38,1.17,Low,Waxing,Sardine,116.1
8.2694,78.9093,2024-11-09,50,26.47,34.9,1.01,High,Waxing,Tuna,9.3
9.8374,77.7584,2023-06-07,10,30.35,35.72,1.13,High,New Moon,Tuna,61.0
8.7082,78.8936,2023-12-28,10,29.36,35.81,0.8,Low,Quarter,Seer Fish,53.3
8.3152,78.5197,2024-12-23,20,28.14,34.5,1.03,Low,Full Moon,Mackerel,98.7
9.2204,79.6446,2023-07-16,50,29.62,33.19,1.39,Low,New Moon,Sardine,80.3
9.7357,79.562,2024-02-14,50,27.89,34.98,1.66,High,Waxing,Seer Fish,7.5
10.3674,77.9594,2023-03-05,50,28.22,35.85,1.39,Low,New Moon,Anchovy,117.1
8.0928,79.1083,2024-04-18,5,30.59,33.2,0.75,High,Full Moon,Sardine,13.1
9.46,78.022,2023-11-13,50,26.17,34.31,1.0,High,New Moon,Anchovy,31.4
8.1847,79.1226,2024-12-03,10,29.77,35.45,1.22,High,Waning,Mackerel,88.8
8.9448,79.122,2023-05-31,5,26.01,34.01,0.15,High,Full Moon,Mackerel,138.3
8.1053,77.6391,2024-07-26,10,30.42,34.53,1.34,Low,Quarter,Mackerel,70.8
8.1354,78.2152,2024-07-27,20,28.45,34.62,1.79,High,Waning,Mackerel,14.0
8.4838,77.8969,2024-11-07,50,30.15,35.24,0.15,High,Full Moon,Anchovy,146.5
9.3835,79.7538,2023-09-22,30,29.52,34.1,1.2,High,Quarter,Anchovy,64.2
10.1116,78.5424,2024-12-10,100,26.1,34.28,1.68,Low,Waxing,Mackerel,105.7
8.6427,79.5414,2023-12-17,10,27.81,33.65,1.15,Low,Waxing,Anchovy,84.4
9.3409,77.5352,2023-01-04,100,29.48,34.82,0.89,Low,Waxing,Anchovy,117.4
8.1321,78.5849,2023-05-26,50,28.57,34.82,1.91,High,Waning,Tuna,27.5
9.3061,79.4889,2023-05-20,50,29.98,33.44,0.86,High,Waxing,Tuna,22.3
8.0671,78.354,2024-05-19,5,29.23,35.82,0.16,Low,Waxing,Seer Fish,79.7
9.9872,77.6857,2024-10-18,30,27.89,36.0,1.94,Low,New Moon,Mackerel,72.6
9.3092,79.7439,2023-06-28,100,29.81,33.79,1.16,Low,Full Moon,Tuna,102.5
8.6751,79.5961,2023-01-19,5,28.88,33.26,1.27,Low,Waning,Sardine,80.7
8.0069,79.2561,2024-04-27,5,29.46,35.34,1.4,Low,New Moon,Tuna,29.7
9.1988,79.1222,2023-02-26,30,30.14,33.17,0.53,Low,Waning,Seer Fish,59.1
9.1066,78.4483,2024-12-17,10,29.24,33.88,0.26,High,Quarter,Sardine,18.3
10.3159,78.9266,2023-01-01,5,29.38,33.15,0.3,Low,New Moon,Pomfret,30.6
8.9306,77.8715,2024-11-12,20,28.83,33.49,1.55,High,Waning,Mackerel,9.8
8.0299,79.1865,2024-09-26,30,27.82,34.87,1.25,Low,Waxing,Pomfret,105.5
9.659,79.8427,2024-10-17,10,30.34,34.27,1.23,Low,Quarter,Tuna,125.6
8.4175,77.8784,2024-11-10,70,29.4,35.29,0.59,High,New Moon,Tuna,17.1
8.7105,78.3731,2023-08-05,30,27.46,35.82,1.6,Low,New Moon,Mackerel,39.6
10.3436,79.9582,2023-08-24,100,28.22,34.27,1.53,Low,Waxing,Seer Fish,21.7
9.6901,78.4418,2023-01-05,100,28.65,34.03,1.56,Low,Quarter,Seer Fish,100.3
9.9998,78.8024,2024-09-22,70,27.95,34.53,0.62,High,Waning,Sardine,35.7
10.0487,78.3435,2024-02-15,10,27.42,33.14,0.78,Low,Quarter,Tuna,8.9
9.543,78.8946,2023-08-03,10,27.29,35.29,0.7,Low,Waning,Sardine,19.1
8.2914,79.2287,2023-02-28,70,28.59,35.4,1.74,Low,Waxing,Pomfret,66.5
9.2792,78.8848,2023-11-26,50,27.11,33.5,0.56,Low,New Moon,Seer Fish,101.6
8.1308,79.1477,2024-12-12,10,29.25,35.08,1.72,High,New Moon,Mackerel,26.4
10.1461,78.1617,2023-12-21,50,30.84,34.49,1.87,High,Quarter,Tuna,48.0
10.0656,79.5566,2024-06-13,100,30.42,34.45,1.6,High,Waning,Mackerel,145.4
10.1347,79.5109,2024-04-26,70,27.28,35.19,0.63,Low,Waxing,Sardine,47.7
9.4597,79.8387,2023-04-17,30,29.61,35.76,1.4,High,New Moon,Tuna,67.3
9.145,78.7476,2024-07-02,5,30.04,34.03,0.37,High,Waxing,Anchovy,130.3
10.0973,79.0492,2024-05-30,50,29.25,34.36,1.99,Low,Waxing,Tuna,47.5
8.8235,78.145,2024-04-07,100,27.47,33.21,0.63,High,Waning,Mackerel,109.7
9.4531,79.2298,2023-08-07,30,30.97,35.75,1.41,Low,Full Moon,Pomfret,70.8
9.6587,77.66,2024-12-16,50,27.04,34.13,0.57,High,New Moon,Mackerel,126.8
10.1037,78.82,2023-10-29,30,29.02,34.27,1.6,Low,Waxing,Sardine,138.6
8.1748,78.4004,2024-07-21,100,28.01,35.12,1.43,High,New Moon,Anchovy,9.1
9.0472,79.0332,2024-06-14,5,30.33,35.9,0.29,High,Full Moon,Pomfret,23.9
9.5892,78.2488,2023-09-12,5,27.07,34.32,1.38,Low,New Moon,Seer Fish,65.0
9.6218,78.2107,2024-04-12,100,30.37,34.26,1.74,High,Full Moon,Pomfret,16.1
9.359,77.5358,2024-07-11,100,26.93,35.71,1.13,High,Waxing,Anchovy,16.2
9.7424,78.247,2024-09-29,100,28.55,34.54,0.82,Low,Waxing,Tuna,107.8
8.7411,78.8072,2023-01-30,10,29.14,34.65,1.09,Low,Full Moon,Sardine,141.0
10.2872,78.8083,2024-07-07,30,28.16,33.12,1.86,Low,Waxing,Seer Fish,138.7
9.5143,79.4029,2023-06-29,50,28.51,33.47,1.42,Low,Waxing,Sardine,52.6
